idx	label	predict	pABar	correct	Rx	best_fair_value	cor_acc_value	time
0	1	1	0.9939982190557056	1	3.073564052581787	0.1010638177394867	0.5822222222222222	0:01:18.056468
1	1	1	0.9939982190557056	1	5.931667804718018	0.06609386205673218	0.5688888888888889	0:01:15.773235
2	1	1	0.9939982190557056	1	5.757838249206543	0.08620688319206238	0.5466666666666666	0:01:15.330366
3	1	1	0.9939982190557056	1	5.591061115264893	0.04993364214897156	0.5422222222222223	0:01:15.731528
4	1	1	0.9939982190557056	1	3.073564052581787	0.13151195645332336	0.56	0:01:17.047192
5	1	1	0.9939982190557056	1	5.275839805603027	0.11146169900894165	0.56	0:01:16.079870
6	1	1	0.9939982190557056	1	5.591061115264893	0.10462182760238647	0.5733333333333334	0:01:16.379791
7	1	1	0.9939982190557056	1	5.12623405456543	0.12654319405555725	0.56	0:01:18.447606
8	1	1	0.9939982190557056	1	5.275839805603027	0.056215494871139526	0.5866666666666667	0:01:16.969331
9	1	1	0.9939982190557056	1	6.113417625427246	0.05714285373687744	0.5333333333333333	0:01:16.057512
10	1	1	0.9939982190557056	1	5.12623405456543	0.051418453454971313	0.56	0:01:17.166801
11	1	1	0.9939982190557056	1	4.441171169281006	0.1260504424571991	0.5422222222222223	0:01:19.516601
12	1	1	0.9939982190557056	1	6.717767715454102	0.057758599519729614	0.5422222222222223	0:01:18.329263
13	1	1	0.9939982190557056	1	3.9509060382843018	0.10625961422920227	0.5644444444444444	0:01:15.743112
14	1	1	0.9939982190557056	1	6.717767715454102	0.038290977478027344	0.56	0:01:18.149677
15	1	1	0.9939982190557056	1	6.113417625427246	0.051418453454971313	0.5244444444444445	0:01:16.256188
16	1	1	0.9939982190557056	1	4.840695381164551	0.10240963101387024	0.5555555555555556	0:01:17.300303
17	1	1	0.9939982190557056	1	3.9509060382843018	0.16806721687316895	0.5377777777777778	0:01:16.559963
18	1	1	0.9939982190557056	1	3.9509060382843018	0.03951367735862732	0.5377777777777778	0:01:17.800294
19	1	1	0.9939982190557056	1	3.8345530033111572	0.08832511305809021	0.5511111111111111	0:01:16.300156
20	1	1	0.9939982190557056	1	5.43060302734375	0.055972009897232056	0.5377777777777778	0:01:14.930878
21	1	1	0.9939982190557056	1	7.186811447143555	0.09075632691383362	0.5644444444444444	0:01:16.856253
22	1	1	0.9939982190557056	1	5.12623405456543	0.07627692818641663	0.56	0:01:17.423683
23	1	1	0.9939982190557056	1	6.717767715454102	0.012464463710784912	0.5511111111111111	0:01:16.572004
24	1	1	0.9939982190557056	1	6.717767715454102	0.06997686624526978	0.5511111111111111	0:01:17.019962
25	1	1	0.9939982190557056	1	6.113417625427246	0.13534480333328247	0.5688888888888889	0:01:17.355494
26	1	1	0.9939982190557056	1	6.9441914558410645	0.066170334815979	0.5911111111111111	0:01:15.730489
27	1	1	0.9939982190557056	1	4.314509868621826	0.12815123796463013	0.5422222222222223	0:01:17.099389
28	1	1	0.9939982190557056	1	3.720360040664673	0.10369813442230225	0.5955555555555555	0:01:16.614942
29	1	1	0.9939982190557056	1	6.113417625427246	0.09938094019889832	0.5866666666666667	0:01:15.929900
30	1	1	0.9939982190557056	1	4.441171169281006	0.09385979175567627	0.56	0:01:17.159599
31	1	1	0.9939982190557056	1	5.591061115264893	0.04420500993728638	0.6	0:01:14.439162
32	1	1	0.9939982190557056	1	6.113417625427246	0.08745628595352173	0.5644444444444444	0:01:17.418783
33	1	1	0.9939982190557056	1	3.073564052581787	0.0687156617641449	0.5422222222222223	0:01:14.607539
34	1	1	0.9939982190557056	1	4.840695381164551	0.07647058367729187	0.5288888888888889	0:01:16.465142
35	1	1	0.9939982190557056	1	4.840695381164551	0.1163865327835083	0.5777777777777777	0:01:16.128686
36	1	1	0.9939982190557056	1	6.113417625427246	0.07737994194030762	0.56	0:01:19.686214
37	1	1	0.9939982190557056	1	5.931667804718018	0.09215328097343445	0.5511111111111111	0:01:17.973845
38	1	1	0.9939982190557056	1	2.8701207637786865	0.10674157738685608	0.5422222222222223	0:01:17.023995
39	1	1	0.9939982190557056	1	1.8267637491226196	0.11386552453041077	0.56	0:01:20.737753
40	1	1	0.9939982190557056	1	4.0695695877075195	0.09470266103744507	0.52	0:01:23.530327
41	1	1	0.9939982190557056	1	7.448858261108398	0.04734817147254944	0.5688888888888889	0:01:25.225340
42	1	1	0.9939982190557056	1	4.981321334838867	0.09705880284309387	0.5288888888888889	0:01:29.217849
43	1	1	0.9939982190557056	1	8.810772895812988	0.06790122389793396	0.5866666666666667	0:01:30.006325
44	1	1	0.9939982190557056	1	1.4702993631362915	0.09285712242126465	0.5777777777777777	0:01:22.581586
45	1	1	0.9939982190557056	1	4.981321334838867	0.04921090602874756	0.5733333333333334	0:01:27.312824
46	1	1	0.9939982190557056	1	4.57091760635376	0.10131710767745972	0.5688888888888889	0:01:26.711354
